"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 19 15:42:25 MSK 2025","Sat Jul 19 15:42:35 MSK 2025","9906","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","registerWithThreeCharUsername","Регистрация с username из 3 символов",""
"passed","Sat Jul 19 15:46:50 MSK 2025","Sat Jul 19 15:46:56 MSK 2025","6193","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пароль короче 4 символов",""
"passed","Sat Jul 19 15:50:39 MSK 2025","Sat Jul 19 15:50:46 MSK 2025","6706","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password SQL DROP",""
"passed","Sat Jul 19 15:48:56 MSK 2025","Sat Jul 19 15:49:03 MSK 2025","6277","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина Username с пробелом",""
"passed","Sat Jul 19 15:47:03 MSK 2025","Sat Jul 19 15:47:09 MSK 2025","6215","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации XSS в username",""
"passed","Sat Jul 19 15:41:15 MSK 2025","Sat Jul 19 15:41:22 MSK 2025","6432","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина Username с пробелом",""
"passed","Sat Jul 19 15:51:46 MSK 2025","Sat Jul 19 15:51:48 MSK 2025","1443","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","logoutSystem","Выходим из системы",""
"passed","Sat Jul 19 15:38:08 MSK 2025","Sat Jul 19 15:38:25 MSK 2025","16871","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","sendingResetPasswordByTabSpace","Сброс пароля через Tab → Space",""
"passed","Sat Jul 19 15:43:39 MSK 2025","Sat Jul 19 15:43:50 MSK 2025","10593","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Username со спецсимволами",""
"passed","Sat Jul 19 15:45:35 MSK 2025","Sat Jul 19 15:45:36 MSK 2025","1304","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","registerWithShortPassword","Регистрация с коротким паролем",""
"failed","Sat Jul 19 15:51:35 MSK 2025","Sat Jul 19 15:51:36 MSK 2025","568","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","deleteNote","Удаление заметки по Id",""
"passed","Sat Jul 19 15:51:53 MSK 2025","Sat Jul 19 15:51:55 MSK 2025","1243","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","registerWithEmptyBody","Регистрация без тела запроса",""
"passed","Sat Jul 19 15:45:31 MSK 2025","Sat Jul 19 15:45:32 MSK 2025","1405","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","loginWithInvalidContentType","Логин с некорректным Content-Type",""
"passed","Sat Jul 19 15:48:25 MSK 2025","Sat Jul 19 15:48:31 MSK 2025","6303","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина Пустой Password",""
"passed","Sat Jul 19 15:41:02 MSK 2025","Sat Jul 19 15:41:09 MSK 2025","6605","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина SQL-инъекция в пароль",""
"passed","Sat Jul 19 15:39:32 MSK 2025","Sat Jul 19 15:39:38 MSK 2025","5115","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password Двойной @",""
"passed","Sat Jul 19 15:50:17 MSK 2025","Sat Jul 19 15:50:24 MSK 2025","6895","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password XSS img",""
"failed","Sat Jul 19 15:45:09 MSK 2025","Sat Jul 19 15:45:09 MSK 2025","269","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createAndGetNoteById","Создание и получение заметки по ID",""
"passed","Sat Jul 19 15:51:51 MSK 2025","Sat Jul 19 15:51:52 MSK 2025","1455","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","loginWithEmptyBody","Логин без тела запроса",""
"passed","Sat Jul 19 15:43:59 MSK 2025","Sat Jul 19 15:44:05 MSK 2025","6292","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации SQL-инъекция в username",""
"passed","Sat Jul 19 15:43:03 MSK 2025","Sat Jul 19 15:43:13 MSK 2025","9645","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пароли не совпадают",""
"failed","Sat Jul 19 15:51:26 MSK 2025","Sat Jul 19 15:51:27 MSK 2025","876","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","checkApiServerHealth","Проверка работоспособности сервера API",""
"passed","Sat Jul 19 15:47:50 MSK 2025","Sat Jul 19 15:47:56 MSK 2025","6225","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Email вместо Username",""
"passed","Sat Jul 19 15:39:27 MSK 2025","Sat Jul 19 15:39:32 MSK 2025","5031","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password Без @",""
"passed","Sat Jul 19 15:51:49 MSK 2025","Sat Jul 19 15:51:51 MSK 2025","1351","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","loginWithWrongPassword","Логин с неверным паролем",""
"failed","Sat Jul 19 15:51:35 MSK 2025","Sat Jul 19 15:51:35 MSK 2025","557","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createNoteWithShortTitle","Создание заметки с title < 4 символов",""
"passed","Sat Jul 19 15:39:21 MSK 2025","Sat Jul 19 15:39:27 MSK 2025","6689","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password SQL DROP",""
"passed","Sat Jul 19 15:47:34 MSK 2025","Sat Jul 19 15:47:40 MSK 2025","6200","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пароль без цифры",""
"failed","Sat Jul 19 15:45:10 MSK 2025","Sat Jul 19 15:45:10 MSK 2025","281","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createNoteWithShortTitle","Создание заметки с title < 4 символов",""
"passed","Sat Jul 19 15:47:09 MSK 2025","Sat Jul 19 15:47:15 MSK 2025","6575","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пароль 40 символов",""
"passed","Sat Jul 19 15:43:13 MSK 2025","Sat Jul 19 15:43:22 MSK 2025","9636","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Username < 3 символов",""
"passed","Sat Jul 19 15:49:26 MSK 2025","Sat Jul 19 15:49:39 MSK 2025","13248","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","loginWithMaxLengthUsername","Успешный логин с username из 39 символов",""
"passed","Sat Jul 19 15:46:07 MSK 2025","Sat Jul 19 15:46:16 MSK 2025","9155","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пустой пароль",""
"passed","Sat Jul 19 15:40:46 MSK 2025","Sat Jul 19 15:40:52 MSK 2025","6594","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина Несуществующий юзер",""
"passed","Sat Jul 19 15:39:02 MSK 2025","Sat Jul 19 15:39:07 MSK 2025","5304","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password XSS javascript:",""
"passed","Sat Jul 19 15:50:24 MSK 2025","Sat Jul 19 15:50:29 MSK 2025","4817","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password XSS javascript:",""
"passed","Sat Jul 19 15:40:33 MSK 2025","Sat Jul 19 15:40:39 MSK 2025","6381","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина Пустой Username",""
"passed","Sat Jul 19 15:38:44 MSK 2025","Sat Jul 19 15:38:55 MSK 2025","10492","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password XSS <script>",""
"failed","Sat Jul 19 15:45:06 MSK 2025","Sat Jul 19 15:45:06 MSK 2025","286","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createNoteWithInvalidContentType","Создание заметки с некорректным Content-Type",""
"passed","Sat Jul 19 15:47:15 MSK 2025","Sat Jul 19 15:47:22 MSK 2025","6214","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Username начинается с пробела",""
"passed","Sat Jul 19 15:43:50 MSK 2025","Sat Jul 19 15:43:59 MSK 2025","9287","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пароль короче 4 символов",""
"passed","Sat Jul 19 15:45:24 MSK 2025","Sat Jul 19 15:45:25 MSK 2025","1407","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","deleteTestAccount","Удаление аккаунта",""
"passed","Sat Jul 19 15:41:48 MSK 2025","Sat Jul 19 15:42:02 MSK 2025","13755","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","loginWithMaxLengthUsername","Успешный логин с username из 39 символов",""
"passed","Sat Jul 19 15:48:44 MSK 2025","Sat Jul 19 15:48:50 MSK 2025","6209","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина SQL-инъекция в пароль",""
"passed","Sat Jul 19 15:44:37 MSK 2025","Sat Jul 19 15:44:43 MSK 2025","6213","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пароль без цифры",""
"passed","Sat Jul 19 15:45:22 MSK 2025","Sat Jul 19 15:45:24 MSK 2025","1552","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","logoutSystem","Выходим из системы",""
"passed","Sat Jul 19 15:40:39 MSK 2025","Sat Jul 19 15:40:46 MSK 2025","6542","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина Пустой Password",""
"failed","Sat Jul 19 15:51:33 MSK 2025","Sat Jul 19 15:51:33 MSK 2025","574","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createNoteWithInvalidCategory","Создание заметки с неизвестной категорией",""
"passed","Sat Jul 19 15:42:47 MSK 2025","Sat Jul 19 15:42:56 MSK 2025","9623","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Пустой username",""
"passed","Sat Jul 19 15:49:56 MSK 2025","Sat Jul 19 15:50:02 MSK 2025","6367","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","sendingResetPasswordByEnter","Сброс пароля по Enter",""
"passed","Sat Jul 19 15:45:37 MSK 2025","Sat Jul 19 15:45:44 MSK 2025","6172","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","registerWithRegularUsername","Регистрация с обычным username",""
"failed","Sat Jul 19 15:51:32 MSK 2025","Sat Jul 19 15:51:33 MSK 2025","559","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createAndGetNoteById","Создание и получение заметки по ID",""
"passed","Sat Jul 19 15:46:44 MSK 2025","Sat Jul 19 15:46:50 MSK 2025","6143","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Username со спецсимволами",""
"passed","Sat Jul 19 15:44:18 MSK 2025","Sat Jul 19 15:44:24 MSK 2025","6202","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Username начинается с пробела",""
"failed","Sat Jul 19 15:51:34 MSK 2025","Sat Jul 19 15:51:35 MSK 2025","552","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","completedUpdate","Обновление статуса Completed",""
"passed","Sat Jul 19 15:41:09 MSK 2025","Sat Jul 19 15:41:15 MSK 2025","6484","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина XSS в username",""
"passed","Sat Jul 19 15:51:05 MSK 2025","Sat Jul 19 15:51:10 MSK 2025","4891","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password Пустая строка",""
"passed","Sat Jul 19 15:45:27 MSK 2025","Sat Jul 19 15:45:28 MSK 2025","1358","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","loginWithEmptyBody","Логин без тела запроса",""
"passed","Sat Jul 19 15:51:42 MSK 2025","Sat Jul 19 15:51:43 MSK 2025","1412","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","resetPasswordViaValidEmail","Сбрасываем пароль",""
